            Australian Bureau of Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Earners (persons),,,,,,,Median age of earners (years),,,,,,,Sum ($),,,,,,,Median ($),,,,,,,Mean ($),,,,,,,,,,,,,
32770,Doomadgee, 257 , 274 , 323 , 352 , 340 , 376 , 413 , 37 , 38 , 38 , 38 , 38 , 38 , 37 ," 10,051,898 "," 10,900,380 "," 12,586,047 "," 14,046,964 "," 12,789,336 "," 14,440,100 "," 15,882,767 "," 30,777 "," 31,820 "," 31,811 "," 29,197 "," 27,698 "," 28,436 "," 28,909 "," 39,112 "," 39,782 "," 38,966 "," 39,906 "," 37,616 "," 38,405 "," 38,457 ",,,,,,,
32810,Douglas," 6,594 "," 6,806 "," 6,910 "," 7,124 "," 7,111 "," 7,536 "," 7,613 ", 43 , 43 , 44 , 44 , 44 , 44 , 45 ," 267,000,000 "," 293,000,000 "," 309,000,000 "," 321,000,000 "," 322,000,000 "," 345,231,218 "," 361,154,136 "," 34,205 "," 35,433 "," 37,107 "," 37,109 "," 37,846 "," 38,310 "," 40,379 "," 40,561 "," 43,043 "," 44,653 "," 45,066 "," 45,320 "," 45,811 "," 47,439 ",,,,,,,
33100,Etheridge, 463 , 463 , 460 , 458 , 409 , 450 , 467 , 43 , 45 , 45 , 46 , 47 , 47 , 47 ," 13,896,066 "," 7,604,026 "," 5,969,215 "," 11,650,451 "," 5,780,810 "," 23,754,497 "," 21,155,080 "," 27,630 "," 28,085 "," 26,952 "," 31,499 "," 32,184 "," 38,160 "," 38,008 "," 30,013 "," 16,423 "," 12,977 "," 25,438 "," 14,134 "," 52,788 "," 45,300 ",,,,,,,
33200,Flinders, 993 ," 1,010 ", 988 , 954 , 961 , 968 , 965 , 44 , 45 , 46 , 46 , 46 , 45 , 45 ," 46,254,370 "," 45,690,556 "," 38,663,148 "," 41,824,793 "," 45,102,964 "," 47,820,326 "," 42,816,435 "," 39,777 "," 40,363 "," 36,846 "," 38,107 "," 40,217 "," 40,160 "," 40,507 "," 46,580 "," 45,238 "," 39,133 "," 43,842 "," 46,933 "," 49,401 "," 44,369 ",,,,,,,
33220,Fraser Coast," 43,014 "," 43,118 "," 43,175 "," 44,216 "," 44,317 "," 45,301 "," 46,702 ", 47 , 47 , 47 , 47 , 47 , 47 , 48 ," 1,840,000,000 "," 1,940,000,000 "," 2,000,000,000 "," 2,050,000,000 "," 2,090,000,000 "," 2,151,163,785 "," 2,256,150,672 "," 35,173 "," 36,934 "," 37,878 "," 37,735 "," 38,664 "," 38,858 "," 40,059 "," 42,829 "," 45,018 "," 46,240 "," 46,390 "," 47,076 "," 47,486 "," 48,310 ",,,,,,,
33360,Gladstone," 33,849 "," 35,223 "," 34,768 "," 36,176 "," 33,589 "," 32,475 "," 32,885 ", 40 , 40 , 41 , 41 , 42 , 43 , 43 ," 2,330,000,000 "," 2,690,000,000 "," 2,740,000,000 "," 3,030,000,000 "," 2,590,000,000 "," 2,271,931,482 "," 2,282,489,559 "," 56,538 "," 61,903 "," 60,551 "," 63,950 "," 57,896 "," 53,500 "," 55,063 "," 68,938 "," 76,487 "," 78,942 "," 83,860 "," 76,985 "," 69,959 "," 69,408 ",,,,,,,
33430,Gold Coast," 285,197 "," 291,261 "," 300,868 "," 315,146 "," 323,400 "," 339,985 "," 352,667 ", 42 , 42 , 42 , 42 , 42 , 42 , 42 ," 14,000,000,000 "," 15,200,000,000 "," 16,400,000,000 "," 17,300,000,000 "," 18,100,000,000 "," 19,258,625,051 "," 20,505,336,567 "," 38,694 "," 40,537 "," 41,869 "," 42,758 "," 44,016 "," 44,498 "," 45,513 "," 49,225 "," 52,251 "," 54,344 "," 55,026 "," 56,103 "," 56,646 "," 58,144 ",,,,,,,
33610,Goondiwindi," 6,311 "," 6,274 "," 6,303 "," 6,297 "," 6,635 "," 6,485 "," 6,343 ", 43 , 43 , 43 , 44 , 44 , 43 , 43 ," 289,000,000 "," 282,000,000 "," 282,000,000 "," 318,000,000 "," 383,000,000 "," 347,286,382 "," 321,060,685 "," 38,558 "," 38,588 "," 38,082 "," 39,856 "," 42,089 "," 42,524 "," 44,406 "," 45,758 "," 44,973 "," 44,705 "," 50,494 "," 57,713 "," 53,552 "," 50,617 ",,,,,,,
33620,Gympie," 22,215 "," 22,003 "," 22,250 "," 22,748 "," 23,009 "," 23,773 "," 24,510 ", 46 , 47 , 47 , 47 , 47 , 47 , 47 ," 892,000,000 "," 917,000,000 "," 953,000,000 "," 996,000,000 "," 1,020,000,000 "," 1,055,081,150 "," 1,103,719,176 "," 33,029 "," 34,314 "," 35,283 "," 35,545 "," 36,640 "," 37,112 "," 37,443 "," 40,150 "," 41,691 "," 42,845 "," 43,788 "," 44,127 "," 44,381 "," 45,031 ",,,,,,,
33800,Hinchinbrook," 6,170 "," 6,035 "," 5,928 "," 5,944 "," 5,830 "," 5,974 "," 6,017 ", 48 , 49 , 49 , 50 , 50 , 50 , 50 ," 290,000,000 "," 292,000,000 "," 291,000,000 "," 300,000,000 "," 298,000,000 "," 324,157,365 "," 325,269,805 "," 40,162 "," 41,018 "," 42,134 "," 42,554 "," 43,443 "," 46,658 "," 47,273 "," 46,970 "," 48,395 "," 49,148 "," 50,389 "," 51,034 "," 54,261 "," 54,058 ",,,,,,,
33830,Hope Vale, 310 , 282 , 295 , 308 , 257 , 307 , 339 , 37 , 37 , 38 , 37 , 37 , 37 , 38 ," 11,771,518 "," 11,738,702 "," 11,966,084 "," 11,981,628 "," 10,150,787 "," 12,848,273 "," 14,375,825 "," 32,138 "," 35,227 "," 34,435 "," 31,995 "," 33,741 "," 34,711 "," 34,687 "," 37,973 "," 41,627 "," 40,563 "," 38,901 "," 39,497 "," 41,851 "," 42,407 ",,,,,,,
33960,Ipswich," 86,353 "," 87,791 "," 90,358 "," 94,512 "," 98,226 "," 104,344 "," 109,295 ", 39 , 39 , 39 , 39 , 39 , 39 , 39 ," 4,240,000,000 "," 4,500,000,000 "," 4,740,000,000 "," 5,020,000,000 "," 5,290,000,000 "," 5,682,879,208 "," 6,126,104,603 "," 44,542 "," 46,188 "," 47,176 "," 48,035 "," 48,936 "," 49,528 "," 51,038 "," 49,157 "," 51,210 "," 52,417 "," 53,101 "," 53,829 "," 54,463 "," 56,051 ",,,,,,,
33980,Isaac," 11,913 "," 11,810 "," 11,327 "," 10,871 "," 10,281 "," 10,417 "," 10,930 ", 37 , 37 , 38 , 38 , 38 , 38 , 38 ," 952,000,000 "," 993,000,000 "," 954,000,000 "," 931,000,000 "," 855,000,000 "," 871,615,533 "," 924,877,978 "," 67,464 "," 70,835 "," 69,973 "," 68,801 "," 68,564 "," 68,105 "," 70,645 "," 79,886 "," 84,057 "," 84,182 "," 85,682 "," 83,150 "," 83,672 "," 84,618 ",,,,,,,
34420,Kowanyama, 291 , 260 , 259 , 254 , 302 , 340 , 356 , 39 , 41 , 41 , 42 , 41 , 40 , 40 ," 9,177,226 "," 8,398,730 "," 8,430,884 "," 7,937,933 "," 9,793,879 "," 10,926,892 "," 12,316,372 "," 25,230 "," 26,660 "," 23,112 "," 21,263 "," 22,759 "," 22,150 "," 24,354 "," 31,537 "," 32,303 "," 32,552 "," 31,252 "," 32,430 "," 32,138 "," 34,597 ",,,,,,,
34530,Livingstone," 18,417 "," 19,065 "," 18,895 "," 19,400 "," 19,354 "," 19,785 "," 20,389 ", 45 , 45 , 45 , 46 , 46 , 46 , 46 ," 1,090,000,000 "," 1,170,000,000 "," 1,170,000,000 "," 1,210,000,000 "," 1,190,000,000 "," 1,213,918,647 "," 1,294,139,921 "," 46,240 "," 47,716 "," 47,895 "," 48,121 "," 47,827 "," 48,330 "," 50,269 "," 59,248 "," 61,246 "," 61,702 "," 62,253 "," 61,288 "," 61,356 "," 63,472 ",,,,,,,
34570,Lockhart River, 200 , 202 , 207 , 227 , 164 , 235 , 243 , 40 , 39 , 38 , 38 , 39 , 39 , 39 ," 6,000,584 "," 6,844,523 "," 6,736,147 "," 7,947,722 "," 4,626,807 "," 11,237,963 "," 9,085,763 "," 22,426 "," 24,114 "," 23,036 "," 22,076 "," 20,394 "," 26,328 "," 29,043 "," 30,003 "," 33,884 "," 32,542 "," 35,012 "," 28,212 "," 47,821 "," 37,390 ",,,,,,,
34580,Lockyer Valley," 18,206 "," 18,445 "," 18,880 "," 19,514 "," 19,894 "," 20,925 "," 21,680 ", 43 , 43 , 43 , 43 , 43 , 42 , 42 ," 778,000,000 "," 823,000,000 "," 872,000,000 "," 905,000,000 "," 935,000,000 "," 1,010,754,878 "," 1,089,831,028 "," 37,175 "," 38,517 "," 39,434 "," 39,690 "," 40,476 "," 41,224 "," 42,615 "," 42,706 "," 44,612 "," 46,181 "," 46,392 "," 46,995 "," 48,304 "," 50,269 ",,,,,,,
34590,Logan," 146,263 "," 146,678 "," 149,299 "," 154,694 "," 157,270 "," 162,898 "," 168,600 ", 40 , 40 , 40 , 40 , 40 , 40 , 40 ," 6,970,000,000 "," 7,260,000,000 "," 7,570,000,000 "," 7,970,000,000 "," 8,230,000,000 "," 8,623,357,566 "," 9,113,248,974 "," 42,521 "," 44,020 "," 44,940 "," 45,780 "," 46,810 "," 47,386 "," 48,650 "," 47,648 "," 49,496 "," 50,685 "," 51,526 "," 52,358 "," 52,937 "," 54,052 ",,,,,,,
34710,Longreach," 2,385 "," 2,427 "," 2,383 "," 2,387 "," 2,207 "," 2,310 "," 2,320 ", 42 , 42 , 42 , 44 , 44 , 44 , 44 ," 117,000,000 "," 118,000,000 "," 111,000,000 "," 119,000,000 "," 106,000,000 "," 116,846,323 "," 125,278,054 "," 44,611 "," 43,108 "," 43,753 "," 42,602 "," 43,982 "," 45,211 "," 49,644 "," 49,226 "," 48,611 "," 46,715 "," 49,695 "," 48,242 "," 50,583 "," 53,999 ",,,,,,,
34770,Mackay," 69,546 "," 69,857 "," 68,378 "," 67,883 "," 65,520 "," 66,379 "," 68,966 ", 40 , 41 , 41 , 42 , 43 , 43 , 43 ," 4,560,000,000 "," 4,790,000,000 "," 4,630,000,000 "," 4,550,000,000 "," 4,290,000,000 "," 4,353,640,587 "," 4,730,751,266 "," 52,356 "," 54,898 "," 54,068 "," 53,228 "," 52,740 "," 53,770 "," 56,171 "," 65,522 "," 68,563 "," 67,744 "," 67,013 "," 65,466 "," 65,588 "," 68,595 ",,,,,,,
34800,McKinlay, 584 , 548 , 561 , 544 , 290 , 522 , 511 , 42 , 43 , 42 , 43 , 45 , 43 , 44 ," 11,584,956 "," 19,755,791 "," 18,732,415 "," 18,741,081 "," 13,203,494 "," 39,783,873 "," 30,396,958 "," 43,836 "," 43,654 "," 40,568 "," 45,909 "," 46,945 "," 51,379 "," 50,450 "," 19,837 "," 36,051 "," 33,391 "," 34,451 "," 45,529 "," 76,214 "," 59,485 ",,,,,,,
34830,Mapoon, np , np , np , np , np , 45 , 76 , np , np , np , np , np , 39 , 38 , np , np , np , np , np ," 1,713,307 "," 3,623,849 ", np , np , np , np , np ," 32,356 "," 44,383 ", np , np , np , np , np ," 38,073 "," 47,682 ",,,,,,,
34860,Maranoa," 6,757 "," 6,936 "," 7,306 "," 7,122 "," 7,255 "," 7,453 "," 7,533 ", 41 , 40 , 40 , 41 , 42 , 42 , 43 ," 345,000,000 "," 360,000,000 "," 370,000,000 "," 380,000,000 "," 408,000,000 "," 453,579,676 "," 412,143,346 "," 44,206 "," 45,476 "," 45,439 "," 46,451 "," 46,058 "," 48,567 "," 47,174 "," 51,084 "," 51,899 "," 50,577 "," 53,319 "," 56,244 "," 60,859 "," 54,712 ",,,,,,,
34880,Mareeba," 10,615 "," 10,757 "," 10,885 "," 11,399 "," 11,472 "," 11,864 "," 12,020 ", 45 , 46 , 46 , 45 , 45 , 45 , 45 ," 447,000,000 "," 477,000,000 "," 488,000,000 "," 523,000,000 "," 539,000,000 "," 549,682,089 "," 578,504,639 "," 35,037 "," 36,305 "," 36,547 "," 37,077 "," 38,010 "," 37,841 "," 39,721 "," 42,076 "," 44,349 "," 44,863 "," 45,905 "," 46,992 "," 46,332 "," 48,129 ",,,,,,,
35010,Moreton Bay," 208,725 "," 211,676 "," 216,295 "," 223,609 "," 228,254 "," 238,279 "," 246,071 ", 42 , 42 , 42 , 42 , 42 , 42 , 42 ," 10,600,000,000 "," 11,200,000,000 "," 11,800,000,000 "," 12,400,000,000 "," 12,800,000,000 "," 13,600,095,415 "," 14,234,555,046 "," 42,631 "," 44,287 "," 45,503 "," 46,504 "," 47,407 "," 48,168 "," 49,324 "," 50,686 "," 52,971 "," 54,537 "," 55,415 "," 56,197 "," 57,076 "," 57,847 ",,,,,,,
35250,Mornington, 248 , 401 , 288 , 275 , 174 , 297 , 318 , 39 , 40 , 40 , 40 , 37 , 39 , 39 ," 10,270,924 "," 14,541,834 "," 12,290,605 "," 12,833,097 "," 7,945,202 "," 14,592,898 "," 16,126,681 "," 34,158 "," 26,419 "," 30,876 "," 36,662 "," 32,981 "," 37,451 "," 39,591 "," 41,415 "," 36,264 "," 42,676 "," 46,666 "," 45,662 "," 49,134 "," 50,713 ",,,,,,,
35300,Mount Isa," 12,260 "," 12,256 "," 11,759 "," 11,660 "," 10,379 "," 10,777 "," 10,968 ", 36 , 36 , 36 , 37 , 37 , 37 , 37 ," 843,000,000 "," 896,000,000 "," 871,000,000 "," 893,000,000 "," 802,000,000 "," 833,042,686 "," 860,315,031 "," 59,959 "," 64,775 "," 65,406 "," 67,176 "," 68,995 "," 67,255 "," 68,623 "," 68,759 "," 73,123 "," 74,034 "," 76,629 "," 77,239 "," 77,298 "," 78,439 ",,,,,,,
35600,Murweh," 2,564 "," 2,589 "," 2,564 "," 2,561 "," 2,454 "," 2,482 "," 2,423 ", 42 , 42 , 42 , 42 , 43 , 43 , 43 ," 118,000,000 "," 116,000,000 "," 111,000,000 "," 120,000,000 "," 129,000,000 "," 141,292,876 "," 123,381,839 "," 39,480 "," 41,270 "," 40,959 "," 42,544 "," 44,138 "," 46,873 "," 46,181 "," 45,999 "," 44,733 "," 43,432 "," 46,822 "," 52,380 "," 56,927 "," 50,921 ",,,,,,,
35670,Napranum, 211 , 159 , 188 , 203 , 177 , 245 , 291 , 37 , 39 , 37 , 39 , 39 , 39 , 40 ," 7,787,254 "," 6,682,625 "," 7,844,735 "," 8,333,948 "," 8,058,236 "," 10,482,719 "," 13,422,558 "," 26,605 "," 29,918 "," 37,449 "," 32,900 "," 40,339 "," 34,205 "," 36,503 "," 36,906 "," 42,029 "," 41,727 "," 41,054 "," 45,527 "," 42,787 "," 46,126 ",,,,,,,
35740,Noosa," 28,742 "," 29,159 "," 30,114 "," 31,253 "," 31,599 "," 32,680 "," 33,514 ", 48 , 49 , 49 , 49 , 49 , 49 , 49 ," 1,300,000,000 "," 1,430,000,000 "," 1,530,000,000 "," 1,610,000,000 "," 1,650,000,000 "," 1,720,713,357 "," 1,850,136,840 "," 33,549 "," 35,553 "," 36,356 "," 37,000 "," 37,763 "," 38,441 "," 39,192 "," 45,163 "," 49,159 "," 50,945 "," 51,394 "," 52,172 "," 52,653 "," 55,205 ",,,,,,,
35760,North Burnett," 5,856 "," 5,645 "," 5,504 "," 5,612 "," 5,447 "," 5,540 "," 5,534 ", 45 , 45 , 46 , 46 , 47 , 46 , 47 ," 205,000,000 "," 191,000,000 "," 198,000,000 "," 213,000,000 "," 225,000,000 "," 232,044,224 "," 235,113,616 "," 27,979 "," 26,731 "," 28,816 "," 29,964 "," 32,949 "," 32,593 "," 34,137 "," 34,996 "," 33,841 "," 35,948 "," 37,972 "," 41,356 "," 41,885 "," 42,485 ",,,,,,,
35780,Northern Peninsula Area, 789 , 775 , 778 , 775 , 760 , 884 , 893 , 38 , 37 , 38 , 38 , 38 , 38 , 37 ," 31,037,384 "," 31,441,780 "," 33,117,996 "," 34,895,334 "," 33,577,058 "," 39,513,167 "," 41,509,779 "," 35,891 "," 34,788 "," 35,610 "," 39,662 "," 38,831 "," 38,242 "," 40,097 "," 39,338 "," 40,570 "," 42,568 "," 45,026 "," 44,180 "," 44,698 "," 46,484 ",,,,,,,
35790,Palm Island, 510 , 498 , 508 , 515 , 423 , 563 , 590 , 40 , 42 , 41 , 41 , 42 , 40 , 39 ," 18,800,280 "," 19,685,063 "," 20,246,491 "," 21,483,515 "," 20,051,611 "," 24,963,068 "," 28,302,874 "," 32,230 "," 34,310 "," 35,073 "," 37,159 "," 42,192 "," 39,424 "," 42,228 "," 36,863 "," 39,528 "," 39,855 "," 41,716 "," 47,403 "," 44,339 "," 47,971 ",,,,,,,
35800,Paroo, 873 , 846 , 800 , 799 , 763 , 757 , 764 , 46 , 48 , 48 , 48 , 49 , 47 , 48 ," 36,959,397 "," 31,851,314 "," 29,976,063 "," 31,379,322 "," 33,328,911 "," 36,445,682 "," 32,369,287 "," 36,870 "," 35,377 "," 36,284 "," 35,945 "," 37,769 "," 40,504 "," 39,538 "," 42,336 "," 37,649 "," 37,470 "," 39,273 "," 43,681 "," 48,145 "," 42,368 ",,,,,,,
36070,Pormpuraaw, 244 , 228 , 231 , 261 , 261 , 280 , 233 , 39 , 39 , 40 , 41 , 41 , 40 , 41 ," 8,168,890 "," 7,142,435 "," 6,725,073 "," 7,330,242 "," 8,173,725 "," 8,920,863 "," 8,286,215 "," 26,392 "," 23,662 "," 22,400 "," 20,508 "," 21,642 "," 22,129 "," 26,794 "," 33,479 "," 31,326 "," 29,113 "," 28,085 "," 31,317 "," 31,860 "," 35,563 ",,,,,,,
36150,Quilpie, 550 , 565 , 530 , 545 , 522 , 529 , 516 , 44 , 44 , 45 , 44 , 46 , 46 , 46 ," 25,407,937 "," 24,728,588 "," 21,581,526 "," 26,934,886 "," 24,905,146 "," 26,255,580 "," 24,560,481 "," 41,547 "," 41,655 "," 37,455 "," 43,369 "," 40,233 "," 42,954 "," 43,818 "," 46,196 "," 43,767 "," 40,720 "," 49,422 "," 47,711 "," 49,632 "," 47,598 ",,,,,,,
36250,Redland," 80,555 "," 80,807 "," 81,979 "," 84,564 "," 85,454 "," 88,257 "," 90,570 ", 44 , 44 , 44 , 45 , 45 , 45 , 45 ," 4,410,000,000 "," 4,620,000,000 "," 4,820,000,000 "," 5,040,000,000 "," 5,160,000,000 "," 5,382,772,384 "," 5,649,664,595 "," 44,037 "," 46,001 "," 47,046 "," 48,039 "," 49,248 "," 49,978 "," 51,173 "," 54,706 "," 57,220 "," 58,772 "," 59,562 "," 60,347 "," 60,990 "," 62,379 ",,,,,,,
36300,Richmond, 499 , 509 , 518 , 501 , 318 , 508 , 494 , 41 , 41 , 41 , 40 , 38 , 41 , 42 ," 21,009,983 "," 24,595,098 "," 18,438,742 "," 19,726,548 "," 17,238,969 "," 31,290,422 "," 26,596,430 "," 37,270 "," 42,753 "," 36,528 "," 38,674 "," 46,643 "," 50,604 "," 48,022 "," 42,104 "," 48,320 "," 35,596 "," 39,374 "," 54,211 "," 61,595 "," 53,839 ",,,,,,,
36370,Rockhampton," 41,870 "," 42,103 "," 41,315 "," 41,786 "," 40,453 "," 40,644 "," 41,500 ", 40 , 40 , 40 , 40 , 41 , 41 , 41 ," 2,320,000,000 "," 2,450,000,000 "," 2,430,000,000 "," 2,490,000,000 "," 2,410,000,000 "," 2,407,109,540 "," 2,535,068,562 "," 46,545 "," 48,280 "," 48,904 "," 49,931 "," 50,031 "," 49,908 "," 51,914 "," 55,475 "," 58,156 "," 58,762 "," 59,538 "," 59,462 "," 59,224 "," 61,086 ",,,,,,,
36510,Scenic Rim," 19,694 "," 19,767 "," 20,145 "," 20,691 "," 20,792 "," 21,927 "," 22,560 ", 46 , 47 , 47 , 47 , 47 , 47 , 47 ," 857,000,000 "," 905,000,000 "," 950,000,000 "," 998,000,000 "," 1,020,000,000 "," 1,101,356,651 "," 1,155,671,869 "," 36,281 "," 37,466 "," 38,986 "," 39,774 "," 40,675 "," 41,350 "," 42,457 "," 43,502 "," 45,798 "," 47,178 "," 48,223 "," 49,230 "," 50,228 "," 51,227 ",,,,,,,
36580,Somerset," 10,787 "," 10,902 "," 11,058 "," 11,340 "," 11,391 "," 11,930 "," 12,267 ", 45 , 45 , 45 , 45 , 45 , 45 , 45 ," 462,000,000 "," 486,000,000 "," 523,000,000 "," 532,000,000 "," 552,000,000 "," 588,590,858 "," 613,297,948 "," 37,115 "," 38,409 "," 39,499 "," 40,425 "," 42,101 "," 43,384 "," 44,260 "," 42,831 "," 44,572 "," 47,317 "," 46,901 "," 48,448 "," 49,337 "," 49,996 ",,,,,,,
36630,South Burnett," 14,545 "," 14,489 "," 14,466 "," 14,628 "," 14,276 "," 14,747 "," 15,104 ", 45 , 46 , 46 , 46 , 46 , 47 , 46 ," 598,000,000 "," 618,000,000 "," 617,000,000 "," 642,000,000 "," 658,000,000 "," 770,415,723 "," 713,980,336 "," 33,936 "," 34,782 "," 35,671 "," 36,416 "," 38,012 "," 38,949 "," 39,974 "," 41,114 "," 42,661 "," 42,670 "," 43,875 "," 46,087 "," 52,242 "," 47,271 ",,,,,,,
36660,Southern Downs," 18,274 "," 18,377 "," 18,609 "," 18,740 "," 18,530 "," 19,067 "," 19,156 ", 45 , 45 , 45 , 45 , 46 , 46 , 46 ," 678,000,000 "," 702,000,000 "," 742,000,000 "," 759,000,000 "," 780,000,000 "," 808,519,240 "," 834,283,785 "," 31,734 "," 32,597 "," 34,162 "," 34,586 "," 36,058 "," 36,328 "," 37,782 "," 37,089 "," 38,224 "," 39,879 "," 40,479 "," 42,113 "," 42,404 "," 43,552 ",,,,,,,
36720,Sunshine Coast," 149,154 "," 151,876 "," 157,286 "," 164,516 "," 169,107 "," 179,129 "," 186,016 ", 45 , 45 , 45 , 45 , 45 , 45 , 45 ," 6,970,000,000 "," 7,550,000,000 "," 8,140,000,000 "," 8,680,000,000 "," 9,060,000,000 "," 9,707,985,665 "," 10,350,682,963 "," 36,730 "," 38,469 "," 39,725 "," 40,639 "," 41,566 "," 42,360 "," 43,817 "," 46,702 "," 49,721 "," 51,781 "," 52,782 "," 53,577 "," 54,195 "," 55,644 ",,,,,,,
36820,Tablelands," 12,726 "," 12,673 "," 12,825 "," 13,183 "," 12,997 "," 13,397 "," 13,675 ", 48 , 48 , 48 , 48 , 48 , 48 , 49 ," 543,000,000 "," 552,000,000 "," 569,000,000 "," 590,000,000 "," 585,000,000 "," 630,241,405 "," 662,450,657 "," 33,638 "," 34,370 "," 35,088 "," 35,055 "," 35,862 "," 37,546 "," 39,353 "," 42,662 "," 43,564 "," 44,335 "," 44,788 "," 44,996 "," 47,043 "," 48,442 ",,,,,,,
36910,Toowoomba," 83,682 "," 84,307 "," 85,751 "," 87,609 "," 86,831 "," 89,857 "," 92,300 ", 43 , 43 , 43 , 43 , 43 , 43 , 43 ," 4,050,000,000 "," 4,340,000,000 "," 4,550,000,000 "," 4,690,000,000 "," 4,770,000,000 "," 4,970,840,635 "," 5,229,295,833 "," 40,753 "," 43,132 "," 44,395 "," 45,069 "," 45,891 "," 46,631 "," 48,226 "," 48,374 "," 51,524 "," 53,075 "," 53,561 "," 54,904 "," 55,319 "," 56,655 ",,,,,,,
36950,Torres," 1,679 "," 1,659 "," 1,631 "," 1,672 "," 1,636 "," 1,789 "," 1,806 ", 38 , 39 , 39 , 40 , 39 , 39 , 40 ," 86,489,268 "," 89,668,834 "," 89,922,370 "," 97,058,098 "," 100,000,000 "," 110,769,587 "," 113,814,466 "," 43,464 "," 46,289 "," 47,348 "," 50,346 "," 53,597 "," 53,423 "," 55,467 "," 51,512 "," 54,050 "," 55,133 "," 58,049 "," 61,320 "," 61,917 "," 63,020 ",,,,,,,
36960,Torres Strait Island, 612 , 558 , 553 , 576 , 347 , 969 ," 1,007 ", 38 , 39 , 39 , 39 , 38 , 38 , 38 ," 20,603,919 "," 21,154,932 "," 20,690,865 "," 23,869,538 "," 13,479,713 "," 39,884,299 "," 44,172,041 "," 28,285 "," 33,042 "," 34,115 "," 37,233 "," 33,227 "," 35,813 "," 39,809 "," 33,667 "," 37,912 "," 37,416 "," 41,440 "," 38,846 "," 41,160 "," 43,865 ",,,,,,,
37010,Townsville," 102,369 "," 102,743 "," 103,022 "," 104,536 "," 102,453 "," 104,217 "," 106,596 ", 39 , 40 , 40 , 40 , 41 , 41 , 41 ," 5,810,000,000 "," 6,080,000,000 "," 6,160,000,000 "," 6,280,000,000 "," 6,240,000,000 "," 6,361,013,191 "," 6,692,305,603 "," 48,553 "," 50,762 "," 51,011 "," 51,539 "," 52,134 "," 52,528 "," 54,163 "," 56,796 "," 59,185 "," 59,835 "," 60,096 "," 60,953 "," 61,036 "," 62,782 ",,,,,,,
37300,Weipa," 1,601 "," 1,694 "," 1,770 "," 1,903 "," 1,843 "," 2,197 "," 2,345 ", 37 , 38 , 38 , 38 , 38 , 37 , 37 ," 121,000,000 "," 138,000,000 "," 146,000,000 "," 164,000,000 "," 163,000,000 "," 186,161,129 "," 214,939,998 "," 73,673 "," 79,783 "," 76,332 "," 80,358 "," 81,123 "," 77,798 "," 82,098 "," 75,567 "," 81,361 "," 82,294 "," 86,374 "," 88,228 "," 84,734 "," 91,659 ",,,,,,,
37310,Western Downs," 16,157 "," 16,516 "," 16,879 "," 16,528 "," 16,803 "," 17,491 "," 17,778 ", 42 , 42 , 42 , 42 , 43 , 43 , 43 ," 781,000,000 "," 869,000,000 "," 895,000,000 "," 873,000,000 "," 914,000,000 "," 953,336,289 "," 927,814,839 "," 40,667 "," 43,725 "," 44,365 "," 43,738 "," 45,002 "," 44,630 "," 44,596 "," 48,342 "," 52,618 "," 53,019 "," 52,798 "," 54,366 "," 54,504 "," 52,189 ",,,,,,,
37340,Whitsunday," 19,416 "," 19,369 "," 19,307 "," 19,723 "," 19,192 "," 20,235 "," 20,738 ", 41 , 41 , 42 , 42 , 42 , 42 , 42 ," 1,020,000,000 "," 1,080,000,000 "," 1,040,000,000 "," 1,050,000,000 "," 1,020,000,000 "," 1,081,061,433 "," 1,174,244,209 "," 40,175 "," 42,108 "," 41,290 "," 41,141 "," 41,993 "," 42,449 "," 45,686 "," 52,502 "," 55,682 "," 53,941 "," 53,169 "," 53,003 "," 53,425 "," 56,623 ",,,,,,,
37400,Winton, 731 , 746 , 741 , 719 , 508 , 696 , 682 , 46 , 45 , 45 , 45 , 45 , 47 , 45 ," 39,520,721 "," 34,787,711 "," 25,929,430 "," 30,866,029 "," 24,540,787 "," 37,131,852 "," 32,587,077 "," 43,923 "," 40,149 "," 38,059 "," 41,406 "," 45,103 "," 44,446 "," 44,431 "," 54,064 "," 46,632 "," 34,992 "," 42,929 "," 48,309 "," 53,350 "," 47,782 ",,,,,,,
37550,Woorabinda, 205 , 211 , 213 , 196 , 207 , 246 , 252 , 39 , 40 , 39 , 40 , 40 , 38 , 39 ," 7,901,964 "," 8,473,808 "," 8,156,117 "," 7,498,782 "," 8,134,880 "," 11,183,445 "," 12,389,922 "," 31,899 "," 35,481 "," 31,688 "," 31,389 "," 34,442 "," 34,401 "," 38,527 "," 38,546 "," 40,160 "," 38,292 "," 38,259 "," 39,299 "," 45,461 "," 49,166 ",,,,,,,
